IMDB Data Dump ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Current IMDB data is available at https://www.imdb.com/interfaces/,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
DATA BEGINS BELOW:,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
director name,num_critic_for_reviews,duration,director_facebook likes,actor_3 facebook_likes,actor_2_name,actor_1 facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber in_poster,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie facebook_likes
David Gelb,152.0,83.0,26,801,Mark Duplass,10000,25799043,Horror,Olivia Wilde,The Lazarus Effect,28513,11771,Donald Glover,0,126,English,USA,PG-13,3300000,2015,830,5.2,2.35,0
Christopher Nolan,274.0,113.0,22000,379,Thomas Lennon,716,25530884,Mystery,Callum Rennie,Memento,845580,1997,Jorja Fox,0,2067,English,USA,R,9000000,2000,651,8.5,2.35,40000
Mike Flanagan,336.0,104.0,59,202,Rory Cochrane,972,27689474,Horror,James Lafferty,Oculus,85688,2071,Garrett Ryan,0,339,English,USA,R,5000000,2013,407,6.5,2.35,23000
Stephen Daldry,151.0,110.0,335,34,Gary Lewis,838,21994911,Drama,Julie Walters,Billy Elliot,98354,1122,Jamie Draven,0,433,English,UK,R,5000000,2000,203,7.7,1.85,0
Nat Faxon,276.0,103.0,214,424,Liam James,7000,21501098,Comedy,Steve Carell,The Way Way Back,115813,8375,Jim Rash,1,216,English,USA,PG-13,5000000,2013,468,7.4,1.85,22000
Robert Duvall,95.0,134.0,3000,77,Todd Allen,205,20733485,Drama,John Beasley,The Apostle,11622,428,June Carter Cash,1,157,English,USA,PG-13,5000000,1997,130,7.2,1.85,1000
Jesse Peretz,179.0,90.0,37,1000,Adam Scott,11000,24809547,Comedy,Zooey Deschanel,Our Idiot Brother,74875,15710,Steve Coogan,1,115,English,USA,R,5000000,2011,3000,6.4,1.85,11000
John Erick Dowdle,196.0,93.0,66,161,Edwin Hodge,1000,21197315,Horror,Ben Feldman,"As Above, So Below",49948,1410,Perdita Weeks,0,211,English,USA,R,5000000,2014,200,6.1,1.85,14000
Bille Woodruff,9.0,106.0,23,467,Cameron Mills,1000,17382982,Drama,Boris Kodjoe,Addicted,5975,2840,Sharon Leal,0,33,Spanish,USA,R,5000000,2014,694,5.2,1.85,0
Kasi Lemmons,31.0,109.0,148,426,Lynn Whitfield,2000,14821531,Drama,Jurnee Smollett-Bell,Eve's Bayou,6915,3843,Diahann Carroll,2,209,English,USA,R,6000000,1997,434,7.3,1.85,599
Richard Glatzer,309.0,101.0,25,423,Hunter Parrish,17000,18656400,Drama,Kristen Stewart,Still Alice,86077,19673,Seth Gilliam,1,195,English,USA,PG-13,5000000,2014,2000,7.5,1.85,45000
Rob Hedden,129.0,100.0,6,65,Peter Mark Richman,935,14343976,Adventure,Kane Hodder,Friday the 13th Part VIII: Jason Takes Manhattan,22961,1327,Scott Reeves,0,291,English,USA,R,5000000,1989,120,4.5,1.85,1000
Joel Zwick,168.0,95.0,38,249,Louis Mandylor,567,241437427,Comedy,Nia Vardalos,My Big Fat Greek Wedding,102071,1495,Lainie Kazan,3,756,English,USA,PG,5000000,2002,312,6.6,1.85,5000
Harmony Korine,444.0,94.0,520,192,Heather Morris,11000,14123773,Crime,James Franco,Spring Breakers,108683,12306,Rachel Korine,4,561,English,USA,R,5000000,2012,892,5.3,2.35,25000
Joe Chappelle,123.0,93.0,13,141,Kim Darby,742,15126948,Horror,Donald Pleasence,Halloween: The Curse of Michael Myers,20815,1227,Mitchell Ryan,0,335,English,USA,R,5000000,1995,152,4.9,1.85,0
Edgar Wright,246.0,99.0,1000,358,Dylan Moran,605,13464388,Comedy,Peter Serafinowicz,Shaun of the Dead,395921,1686,Rafe Spall,6,859,English,UK,R,4000000,2004,427,8.0,2.35,19000
Mickey Liddell,74.0,82.0,7,664,Randy Wayne,1000,13350177,Drama,Jessica Lowndes,The Haunting of Molly Hartley,7904,4856,Haley Bennett,5,113,English,USA,PG-13,5000000,2008,984,3.8,1.85,562
John Sayles,68.0,135.0,407,111,Clifton James,11000,13269963,Drama,Matthew McConaughey,Lone Star,23202,11400,Miriam Colon,2,173,English,USA,R,5000000,1996,189,7.6,2.35,0
Dwight H. Little,144.0,88.0,27,101,Kathleen Kinmont,742,17768000,Horror,Donald Pleasence,Halloween 4: The Return of Michael Myers,29629,1136,Ellie Cornell,0,374,English,USA,R,5000000,1988,120,5.9,1.85,0
Fred Walton,96.0,89.0,17,85,Deborah Foreman,690,12947763,Horror,Thomas F. Wilson,April Fool's Day,10624,1160,Clayton Rohner,0,125,English,USA,R,5000000,1986,190,6.2,2.35,0
Barry Levinson,42.0,110.0,272,552,Daniel Stern,801,14100000,Comedy,Steve Guttenberg,Diner,14995,2943,Ellen Barkin,6,87,English,USA,R,5000000,1982,796,7.2,1.85,0
Steve Carver,29.0,107.0,8,268,William Sanderson,926,12200000,Action,David Carradine,Lone Wolf McQuade,7973,2383,Robert Beltran,0,65,English,USA,PG,5000000,1983,400,6.3,1.85,0
Gonzalo L�pez-Gallego,228.0,86.0,17,205,Ryan Robbins,520,17683670,Horror,Warren Christie,Apollo 18,47227,1520,Andrew Airlie,0,323,English,USA,PG-13,5000000,2011,270,5.2,1.33,0
Christine Jeffs,195.0,91.0,19,260,Mary Lynn Rajskub,968,12055108,Comedy,Clifton Collins Jr.,Sunshine Cleaning,61151,2528,Paul Dooley,0,134,English,USA,R,8000000,2008,935,6.9,2.35,0
John Erick Dowdle,203.0,103.0,66,13,Claire Geare,155,27285953,Action,Sterling Jerins,No Escape,48675,259,Sahajak Boonthanakit,0,214,English,USA,R,5000000,2015,78,6.8,1.85,16000
Bill Duke,45.0,99.0,1000,409,Jenifer Lewis,849,10572742,Drama,Eddie Cibrian,Not Easily Broken,2326,2269,Wood Harris,1,21,English,USA,PG-13,8000000,2009,578,6.1,1.85,738
Mamoru Hosoda,29.0,82.0,99,44,Colleen O'Shaughnessey,93,9628751,Action,Lara Jill Miller,Digimon: The Movie,5164,315,Mona Marshall,0,65,English,USA,PG,5000000,2000,45,5.9,1.85,207
Brian Dannelly,121.0,92.0,12,797,Patrick Fugit,3000,8786715,Comedy,Macaulay Culkin,Saved!,40274,5668,Eva Amurri Martino,5,324,English,USA,PG-13,5000000,2004,835,6.9,1.85,0
Denys Arcand,135.0,112.0,66,21,St�phane Rousseau,150,3432342,Comedy,Marie-Jos�e Croze,The Barbarian Invasions,24921,253,Marina Hands,2,166,French,Canada,R,6000000,2003,28,7.7,2.35,0
J.S. Cardone,56.0,90.0,23,560,Kerr Smith,847,6755271,Horror,Brendan Fehr,The Forsaken,7319,3004,Izabella Miko,4,131,English,USA,R,5000000,2001,591,5.3,1.85,327
Jay Levey,59.0,150.0,3,448,Gedde Watanabe,859,6157157,Comedy,Fran Drescher,UHF,21416,3942,Michael Richards,1,198,English,USA,PG-13,5000000,1989,448,7.0,1.85,0
Tamara Jenkins,60.0,91.0,84,572,Kevin Corrigan,1000,5480318,Comedy,Natasha Lyonne,Slums of Beverly Hills,9427,2691,Jessica Walter,0,79,English,USA,R,5000000,1998,778,6.6,1.85,462
Jon Favreau,81.0,95.0,4000,334,Faizon Love,4000,5308707,Comedy,Jon Favreau,Made,15053,5245,Jonathan Silverman,2,165,English,USA,R,5000000,2001,585,6.4,1.85,393
Atom Egoyan,120.0,112.0,460,395,Sarah Polley,981,4306697,Drama,Bruce Greenwood,The Sweet Hereafter,26720,2820,Simon Baker,0,196,English,Canada,R,5000000,1997,900,7.7,2.35,920
Xavier Beauvois,195.0,122.0,22,32,Michael Lonsdale,186,3950029,Drama,Lambert Wilson,Of Gods and Men,12411,416,Olivier Rabourdin,0,89,French,France,PG-13,4000000,2010,135,7.2,2.35,0
Randall Miller,109.0,110.0,19,39,Freddy Rodr�guez,25000,4040588,Comedy,Alan Rickman,Bottle Shock,12233,25676,Greg Collins,0,89,English,USA,PG-13,5000000,2008,579,6.8,2.35,0
Michael Polish,12.0,121.0,35,473,Bobby Batson,4000,4700361,Drama,Hayden Christensen,90 Minutes in Heaven,2047,6617,Cynthia Barrett,0,29,English,USA,PG-13,5000000,2015,849,4.6,2.35,0
Dan Rush,155.0,97.0,7,939,Scott Takeda,8000,2711210,Comedy,Will Ferrell,Everything Must Go,40305,10517,Stephen Root,1,86,English,USA,R,5000000,2010,981,6.4,2.35,0
Jake Kasdan,81.0,116.0,52,102,Ryan O'Neal,624,1980338,Comedy,Kim Dickens,Zero Effect,12366,1209,Angela Featherstone,2,151,English,USA,R,5000000,1998,385,7.0,1.85,507
Brad Anderson,204.0,94.0,122,360,Jennifer Jason Leigh,23000,1082044,Drama,Christian Bale,The Machinist,281649,24994,Reg E. Cathey,0,458,English,Spain,R,5000000,2004,1000,7.7,2.35,21000
Paul Schrader,19.0,103.0,261,145,Jane Adams,722,1100000,Crime,Dana Delany,Light Sleeper,3665,1201,David Clennon,0,39,English,USA,R,5000000,1992,280,6.8,1.85,247
Michael Cuesta,163.0,112.0,52,688,Paz Vega,10000,2445646,Biography,Jeremy Renner,Kill the Messenger,32382,12897,Robert Pralgo,1,99,English,USA,R,5000000,2014,964,7.0,2.35,13000
John Cameron Mitchell,248.0,91.0,263,192,Jon Tenney,967,2221809,Drama,Dianne Wiest,Rabbit Hole,40618,1582,Tammy Blanchard,0,144,English,USA,PG-13,5000000,2010,289,7.0,1.85,0
Fenton Bailey,39.0,98.0,13,600,Mia Kirshner,3000,296665,Biography,Macaulay Culkin,Party Monster,12675,5185,Marilyn Manson,1,158,English,USA,R,5000000,2003,972,6.3,1.85,0
Jeremy Saulnier,322.0,95.0,57,233,Mark Webber,727,3219029,Crime,Alia Shawkat,Green Room,28845,1836,Joe Cole,0,125,English,USA,R,5000000,2015,442,7.1,2.35,10000
Kevin Spacey,37.0,97.0,18000,977,Joe Mantegna,10000,326308,Crime,Viggo Mortensen,Albino Alligator,6632,13718,Faye Dunaway,3,69,English,USA,R,5000000,1996,1000,6.1,2.35,225
Nicholas Fackler,27.0,90.0,6,940,Ellen Burstyn,3000,124720,Drama,Adam Scott,"Lovely, Still",1560,4987,Martin Landau,0,15,English,USA,PG,5000000,2008,1000,7.3,1.85,777
Morgan J. Freeman,31.0,90.0,204,697,John Heard,1000,99147,Drama,Ethan Suplee,Desert Blue,1884,3207,Sara Gilbert,3,28,English,USA,R,2000000,1998,697,6.2,1.85,69
Klaus Menzel,13.0,103.0,34,227,Jacqueline Bisset,811,16066,Mystery,Adam Garcia,Fascination,1207,1789,Alice Evans,0,44,English,Germany,R,5000000,2004,522,3.3,2.35,40
Jir� Menzel,99.0,113.0,44,4,Ivan Barnev,61,617228,Comedy,Julia Jentsch,I Served the King of England,6183,92,Milan Lasica,1,27,Czech,Czech Republic,R,84450000,2006,12,7.4,1.85,1000
Michael Winterbottom,122.0,94.0,187,427,Shirley Henderson,1000,1247453,Comedy,Steve Coogan,Tristram Shandy: A Cock and Bull Story,11202,3690,Dylan Moran,0,123,English,UK,R,2800000,2005,887,6.8,2.35,750
Jeff Nichols,359.0,121.0,337,41,Shea Whigham,982,1729969,Drama,Katy Mixon,Take Shelter,68211,1520,Robert Longstreet,0,219,English,USA,R,5000000,2011,463,7.4,2.35,14000
Frank LaLoggia,130.0,118.0,7,339,Lukas Haas,968,1705139,Fantasy,Alex Rocco,Lady in White,4695,2545,Katherine Helmond,0,69,English,USA,R,4700000,1988,733,6.7,1.85,0
Tobe Hooper,159.0,101.0,365,14,Lou Perryman,237,8025872,Comedy,Bill Johnson,The Texas Chainsaw Massacre 2,19234,302,Jim Siedow,3,258,English,USA,X,4700000,1986,28,5.5,1.85,0
Michel Leclerc,87.0,100.0,3,9,Jacques Gamblin,74,513836,Comedy,Sara Forestier,The Names of Love,6304,143,Zinedine Soualem,1,21,French,France,R,4600000,2010,52,7.2,1.85,0
Tom Kalin,121.0,97.0,4,577,Elena Anaya,13000,434417,Drama,Eddie Redmayne,Savage Grace,8867,15093,Stephen Dillane,1,65,English,Spain,Not Rated,4600000,2007,1000,5.9,1.85,0
Hugh Wilson,45.0,96.0,37,542,Bubba Smith,801,81200000,Comedy,Steve Guttenberg,Police Academy,87739,3113,Michael Winslow,0,133,English,USA,R,4500000,1984,760,6.7,1.85,0
Mike Newell,84.0,117.0,179,239,James Fleet,1000,52700832,Comedy,Kristin Scott Thomas,Four Weddings and a Funeral,107923,1862,Simon Callow,4,197,English,UK,R,4500000,1994,398,7.1,1.66,0
Carlos Saura,35.0,115.0,98,4,Juan Luis Galiardo,341,1687311,Drama,M�a Maestro,Tango,2412,371,Miguel �ngel Sol�,3,40,Spanish,Spain,PG-13,700000000,1998,26,7.2,2.0,539
Richard Kelly,283.0,133.0,219,701,Mary McDonnell,15000,727883,Drama,Jake Gyllenhaal,Donnie Darko,580999,17040,James Duval,1,2110,English,USA,R,4500000,2001,933,8.1,2.35,33000
Mike van Diem,54.0,122.0,4,3,Fedja van Hu�t,25,713413,Crime,Jan Decleir,Character,9171,48,Hans Kesting,1,68,Dutch,Netherlands,R,4500000,1997,20,7.8,1.85,689
Jonas �kerlund,92.0,106.0,68,391,Nicholas Gonzalez,835,410241,Comedy,Patrick Fugit,Spun,32357,2110,Debbie Harry,0,199,English,USA,R,2000000,2002,601,6.8,1.85,3000
Johnnie To,98.0,110.0,143,77,Anthony Chau-Sang Wong,155,49413,Action,Simon Yam,Exiled,6919,398,Josie Ho,0,26,Cantonese,Hong Kong,R,35000000,2006,96,7.3,2.35,528
Milos Forman,149.0,133.0,869,425,Michael Berryman,888,112000000,Drama,Scatman Crothers,One Flew Over the Cuckoo's Nest,680041,2176,Louise Fletcher,0,760,English,USA,R,4400000,1975,721,8.7,1.85,32000
Nick Love,111.0,112.0,63,422,Ray Winstone,2000,26345,Action,Hayley Atwell,The Sweeney,16445,4810,Alan Ford,4,99,English,UK,R,3000000,2012,1000,6.1,2.35,0
Niki Caro,149.0,101.0,51,8,Rawiri Paratene,446,20772796,Drama,Keisha Castle-Hughes,Whale Rider,34232,497,Tammy Davis,1,346,English,New Zealand,PG-13,6000000,2002,20,7.6,2.35,0
Timur Bekmambetov,232.0,104.0,335,16,Aleksey Chadov,114,1487477,Fantasy,Konstantin Khabenskiy,Night Watch,47097,206,Zhanna Friske,0,310,Russian,Russia,R,4200000,2004,28,6.5,1.85,0
Neil Jordan,63.0,112.0,277,327,Miranda Richardson,1000,62549000,Crime,Jim Broadbent,The Crying Game,41361,2412,Stephen Rea,0,148,English,UK,R,2300000,1992,530,7.3,2.35,0
Bob Clark,75.0,94.0,84,95,Susan Clark,110,105500000,Comedy,Art Hindle,Porky's,31260,582,Tony Ganios,0,152,English,Canada,R,4000000,1981,95,6.2,1.85,0
Woody Allen,154.0,93.0,11000,629,Carol Kane,11000,39200000,Comedy,Woody Allen,Annie Hall,192940,12691,Shelley Duvall,0,491,English,USA,PG,4000000,1977,636,8.1,1.37,0
Cecil B. DeMille,44.0,152.0,309,132,Dorothy Lamour,232,36000000,Drama,Gloria Grahame,The Greatest Show on Earth,9456,825,Cornel Wilde,0,107,English,USA,Not Rated,4000000,1952,178,6.7,1.37,625
Marc Forster,153.0,112.0,395,80,Peter Boyle,13000,31252964,Drama,Heath Ledger,Monster's Ball,71495,13707,Marcus Lyle Brown,1,522,English,USA,R,4000000,2001,595,7.1,2.35,0
Henry Hobson,256.0,95.0,9,428,J.D. Evermore,585,131175,Drama,Joely Richardson,Maggie,30219,1885,David A Cole,2,200,English,USA,PG-13,8500000,2015,430,5.6,2.35,22000
Mike Figgis,123.0,111.0,81,687,Valeria Golino,12000,31968347,Drama,Nicolas Cage,Leaving Las Vegas,93894,14823,Julian Sands,0,286,English,USA,R,3600000,1995,898,7.6,1.66,0
Rob Cohen,149.0,91.0,357,326,Hill Harper,3000,35385560,Mystery,Ryan Guzman,The Boy Next Door,27198,4807,Adam Hicks,1,131,English,USA,R,4000000,2015,466,4.6,2.35,8000
Lisa Cholodenko,323.0,106.0,450,712,Mia Wasikowska,14000,20803237,Comedy,Josh Hutcherson,The Kids Are All Right,110616,18645,Yaya DaCosta,1,291,English,USA,R,3500000,2010,3000,7.1,1.85,16000
Ed Gass-Donnelly,161.0,93.0,8,400,Spencer Treat Clark,45000,15152879,Drama,Muse Watson,The Last Exorcism Part II,13506,46868,Ashley Bell,0,68,English,France,PG-13,5000000,2013,541,4.0,2.35,0
Woody Allen,177.0,96.0,11000,405,Kevin McNally,19000,10515579,Comedy,Scarlett Johansson,Scoop,66840,20132,Geoff Bell,0,248,English,UK,PG-13,4000000,2006,427,6.7,1.85,0
DJ Pooh,27.0,93.0,69,69,Dr. Dre,522,10097096,Comedy,Angell Conwell,The Wash,5612,955,DJ Pooh,2,38,English,USA,R,4000000,2001,231,4.6,1.85,842
DJ Pooh,22.0,82.0,69,585,Mike Epps,940,9821335,Comedy,Mo'Nique,3 Strikes,1415,3354,Faizon Love,1,10,English,USA,R,6000000,2000,706,4.0,1.85,118
Wayne Kramer,157.0,101.0,47,407,Paul Sorvino,658,8243880,Crime,Estella Warren,The Cooler,28714,3086,Shawn Hatosy,1,215,English,USA,R,3200000,2003,635,7.0,2.35,762
Patrick Stettner,125.0,81.0,5,710,Joe Morton,49000,7825820,Crime,Robin Williams,The Night Listener,13086,50831,Rory Culkin,0,156,English,USA,R,4000000,2006,780,5.9,1.85,576
J.A. Bayona,300.0,105.0,171,143,Bel�n Rueda,382,7159147,Drama,Geraldine Chaplin,The Orphanage,120189,954,Fernando Cayo,0,308,Spanish,Spain,R,3400000,2007,273,7.5,2.35,11000
Michael Tiddes,69.0,86.0,89,511,Essence Atkins,986,17314483,Comedy,Ashley Rickards,A Haunted House 2,14621,4073,Gabriel Iglesias,2,48,English,USA,R,4000000,2014,713,4.7,1.85,0
Roger Avary,143.0,110.0,675,968,Faye Dunaway,16000,6525762,Comedy,Ian Somerhalder,The Rules of Attraction,44339,19928,Clifton Collins Jr.,2,425,English,USA,R,4000000,2002,977,6.7,1.85,0
Allison Anders,51.0,110.0,99,960,Alicia Witt,4000,4301331,Comedy,Salma Hayek,Four Rooms,78241,7921,Lili Taylor,6,177,English,USA,R,4000000,1995,976,6.7,1.85,0
Steven Shainberg,163.0,104.0,30,296,Stephen McHattie,769,4046737,Comedy,Jeremy Davies,Secretary,67949,2251,Lesley Ann Warren,1,390,English,USA,R,4000000,2002,413,7.1,1.85,15000
Christopher Guest,50.0,84.0,378,611,Fred Willard,925,2892582,Comedy,Catherine O'Hara,Waiting for Guffman,22697,3559,Larry Miller,0,202,English,USA,R,4000000,1996,729,7.6,1.85,0
Jeff Franklin,45.0,94.0,24,545,Tyra Banks,834,2800000,Comedy,Ivana Milicevic,Love Stinks,4377,2662,Bridgette Wilson-Sampras,3,85,English,USA,R,4000000,1999,625,5.8,1.85,309
John Dahl,121.0,93.0,131,90,Aaron Hughes,497,2426851,Comedy,Philip Baker Hall,You Kill Me,16224,776,Jayne Eastwood,1,76,English,USA,R,4000000,2007,113,6.5,2.55,830
Mike Mills,114.0,96.0,101,71,Lou Taylor Pucci,730,1325073,Comedy,Kelli Garner,Thumbsucker,18762,1208,Nancy O'Dell,0,91,English,USA,R,4000000,2005,394,6.6,2.35,708
Dave McKean,116.0,101.0,21,161,Gina McKee,420,864959,Adventure,Stephanie Leonidas,Mirrormask,20275,1215,Rob Brydon,0,151,English,UK,PG,4000000,2005,291,6.9,1.85,0
Ruggero Deodato,15.0,87.0,101,324,Eva LaRue,721,800000,Adventure,Michael Berryman,The Barbarians,2308,1700,Richard Lynch,0,35,English,USA,R,4000000,1987,576,4.8,1.85,550
Mars Callahan,41.0,99.0,60,445,Ricky Schroder,979,562059,Drama,Chazz Palminteri,Poolhall Junkies,8535,3130,Ernie Reyes Jr.,4,113,English,USA,R,4000000,2002,665,7.0,1.85,872
Mike Figgis,31.0,106.0,81,687,Saffron Burrows,2000,399793,Drama,Kelly Macdonald,The Loss of Sexual Innocence,2877,4343,Julian Sands,0,70,English,USA,R,4000000,1999,811,5.4,1.78,111
David Gordon Green,232.0,117.0,234,221,Tye Sheridan,12000,371897,Drama,Nicolas Cage,Joe,36494,13607,Ronnie Gene Blevins,2,118,English,USA,R,4000000,2013,1000,6.9,2.35,11000
Stefan Schwartz,43.0,99.0,13,159,Dan Futterman,419,302204,Comedy,Peter McNamara,Shooting Fish,6705,975,Ralph Ineson,3,53,English,UK,PG,3000000,1997,254,6.6,2.35,167
Renny Harlin,68.0,102.0,212,195,Lane Smith,10000,354704,Crime,Viggo Mortensen,Prison,2705,11083,Hal Landon Jr.,0,38,English,USA,R,1300000,1987,633,5.9,1.85,314
Kevin Allen,33.0,86.0,8,428,Frances Fisher,759,185577,Comedy,Craig Ferguson,The Big Tease,2133,2805,Mary McCormack,1,31,English,UK,R,4000000,1999,638,6.3,1.85,182
Jorge Ram�rez Su�rez,26.0,120.0,45,69,Adriana Barraza,623,100412,Drama,Hector Kotsifakis,"Buen D�a, Ram�n",2112,824,Arcelia Ram�rez,0,7,German,Mexico,PG-13,4000000,2013,85,7.7,2.35,0
Barry Levinson,34.0,103.0,272,70,Br�an F. O'Byrne,735,75078,Comedy,Anna Friel,An Everlasting Piece,1398,1403,Pauline McLynn,4,26,English,USA,R,14000000,2000,450,6.3,1.85,132
Anne Fontaine,141.0,112.0,105,748,Naomi Watts,18000,317125,Drama,Robin Wright,Adore,23334,25269,Ben Mendelsohn,0,87,English,Australia,R,16000000,2013,6000,6.2,2.35,0
Fernando Le�n de Aranoa,64.0,113.0,58,9,Enrique Vill�n,331,146402,Comedy,Luis Tosar,Mondays in the Sun,9913,387,Aida Folch,1,38,Spanish,Spain,R,4000000,2002,27,7.7,1.85,0
Jim Mickle,215.0,98.0,53,65,Michael Cerveris,530,18469,Drama,Connor Paolo,Stake Land,34263,1038,Nick Damici,1,141,English,USA,R,650000,2010,238,6.5,2.35,0
Stephen Kay,12.0,92.0,19,600,Marg Helgenberger,18000,12836,Biography,Keanu Reeves,The Last Time I Committed Suicide,1686,20135,Gretchen Mol,1,28,English,USA,R,4000000,1997,759,5.8,1.85,161
Karim A�nouz,70.0,106.0,19,9,Clemens Schick,585,20262,Drama,Wagner Moura,Futuro Beach,1738,629,Jesu�ta Barbosa,2,10,Portuguese,Brazil,Unrated,4000000,2014,29,6.1,2.35,278
Ruba Nadda,36.0,93.0,55,5,Bonnie Lee Bouman,223,4063,Drama,Saad Siddiqui,Inescapable,2086,242,Fadia Nadda,3,20,English,Canada,R,4000000,2012,11,5.2,2.35,657
Victor Fleming,157.0,226.0,149,248,George Reeves,503,198655278,Drama,Hattie McDaniel,Gone with the Wind,215340,1862,Thomas Mitchell,1,706,English,USA,G,3977000,1939,384,8.2,1.37,16000
Richard Raymond,31.0,104.0,10,196,Reece Ritchie,507,143653,Biography,Tom Cullen,Desert Dancer,1177,1281,Marama Corlett,0,10,English,UK,PG-13,4000000,2014,236,6.0,2.35,0
Sam Peckinpah,53.0,152.0,541,288,Slim Pickens,773,14873,Adventure,James Coburn,Major Dundee,5294,2888,Warren Oates,2,67,English,USA,Approved,3800000,1965,575,6.8,2.35,251
George Sidney,21.0,107.0,24,83,Howard Keel,277,8000000,Biography,Keenan Wynn,Annie Get Your Gun,3167,731,Betty Hutton,0,90,English,USA,Passed,3768785,1950,244,7.0,1.37,456
Peter Stebbings,78.0,95.0,89,388,Tony Nappo,963,37606,Comedy,Michael Kelly,Defendor,31836,2658,Charlotte Sullivan,0,90,English,Canada,R,3500000,2009,654,6.8,2.35,0
Vincente Minnelli,41.0,102.0,136,48,Reginald Owen,89,2956000,Adventure,Gladys Cooper,The Pirate,3258,282,Ellen Ross,0,54,English,USA,Approved,3700000,1948,78,7.1,1.37,359
Dagur K�ri,61.0,99.0,29,64,Susan Blommaert,117,19959,Drama,Alice Olivia Clarke,The Good Heart,3579,298,Stephen Henderson,2,14,English,Iceland,R,3800000,2009,64,6.9,2.35,0
Nicholas Hytner,112.0,109.0,13,480,Russell Tovey,3000,2706659,Comedy,Dominic Cooper,The History Boys,17770,5977,James Corden,0,172,English,UK,R,2000000,2006,796,6.9,1.85,0
Peter Cattaneo,122.0,91.0,11,121,Mark Addy,1000,45857453,Comedy,Tom Wilkinson,The Full Monty,82232,2323,Lesley Sharp,3,174,English,UK,R,3500000,1997,891,7.2,1.85,0
Jim Abrahams,134.0,88.0,104,318,Lloyd Bridges,628,83400000,Comedy,Peter Graves,Airplane!,160281,2726,Barbara Billingsley,0,427,English,USA,PG,3500000,1980,575,7.8,1.85,16000
F. Gary Gray,20.0,97.0,473,624,John Witherspoon,826,27900000,Comedy,Nia Long,Friday,74626,3455,Tony Cox,1,157,English,USA,R,3500000,1995,723,7.3,1.85,8000
Albert Hughes,28.0,97.0,117,556,Larenz Tate,851,27900000,Crime,Jada Pinkett Smith,Menace II Society,39508,3036,Khandi Alexander,2,96,English,USA,R,3500000,1993,582,7.5,1.85,0
Michael Gornick,95.0,85.0,10,178,Holt McCallany,3000,14000000,Comedy,George Kennedy,Creepshow 2,15956,3617,Dorothy Lamour,0,118,English,USA,R,3500000,1987,273,6.0,1.85,1000
Robert Eggers,425.0,92.0,22,159,Kate Dickie,648,25138292,Horror,Julian Richings,The Witch,66483,1122,Ralph Ineson,0,452,English,USA,R,3500000,2015,191,6.8,1.66,43000
Bill Condon,127.0,105.0,386,248,Lynn Redgrave,3000,6390032,Biography,Brendan Fraser,Gods and Monsters,24977,4238,Kevin J. O'Connor,2,229,English,USA,R,3500000,1998,258,7.5,2.35,0
Juan Jos� Campanella,262.0,129.0,195,50,Soledad Villamil,827,20167424,Drama,Ricardo Dar�n,The Secret in Their Eyes,131831,1044,Guillermo Francella,0,231,Spanish,Argentina,R,2000000,2009,88,8.2,2.35,33000
Salvador Carrasco,39.0,106.0,22,10,Zaide Silvia Guti�rrez,174,886410,Drama,Elpidia Carrillo,La otra conquista,1024,222,Dami�n Delgado,0,494,Spanish,Mexico,R,3500000,1998,16,6.8,1.85,140
Andr� �vredal,337.0,103.0,12,4,Johanna M�rck,29,252652,Comedy,Otto Jespersen,Trollhunter,54104,44,Glenn Erland Tosterud,0,199,Norwegian,Norway,PG-13,19900000,2010,4,7.0,1.85,38000
Adam Rapp,50.0,98.0,9,405,Will Ferrell,11000,101228,Comedy,Zooey Deschanel,Winter Passing,7228,20009,Dallas Roberts,4,53,English,USA,R,3500000,2005,8000,6.4,1.85,414
Angela Robinson,50.0,91.0,23,660,Geoff Stults,4000,96793,Action,Jordana Brewster,D.E.B.S.,12188,6380,Scoot McNairy,3,135,English,USA,PG-13,3500000,2004,756,5.3,2.35,1000
Warren P. Sonoda,9.0,105.0,28,131,Mykel Shannon Jenkins,426,123777,Action,Diahann Carroll,The Masked Saint,342,1043,Lara Jean Chorostecki,0,15,English,Canada,PG-13,3500000,2016,294,4.7,1.85,0
Luc Jacquet,169.0,80.0,10,34,Sofie Gr�b�l,11000,77413017,Documentary,Morgan Freeman,March of the Penguins,45984,11218,Romane Bohringer,0,331,French,France,G,8000000,2005,108,7.6,1.85,0
J.C. Chandor,290.0,107.0,78,969,Demi Moore,18000,5354039,Biography,Kevin Spacey,Margin Call,92599,22834,Ashley Williams,8,225,English,USA,R,3500000,2011,2000,7.1,1.85,21000
Damien Chazelle,535.0,107.0,141,535,Melissa Benoist,24000,13092000,Drama,J.K. Simmons,Whiplash,399138,26495,Chris Mulkey,0,731,English,USA,R,3300000,2014,970,8.5,2.4,129000
